UF,COD,MUN,DESP_LEGISLATIVO
PR,4123824,Santa Lúcia,1291055.42
PR,4123857,Santa Maria do Oeste,1880668.71
PR,4123907,Santa Mariana,1921135.7
PR,4123956,Santa Mônica,1044779.66
PR,4124004,Santana do Itararé,1202251.25
PR,4124020,Santa Tereza do Oeste,2832931.58
PR,4124053,Santa Terezinha de Itaipu,2216949.33
PR,4124103,Santo Antônio da Platina,
PR,4124202,Santo Antônio do Caiuá,882675.71
PR,4124301,Santo Antônio do Paraíso,
PR,4124400,Santo Antônio do Sudoeste,1865391.56
PR,4124509,Santo Inácio,1265621.31
PR,4124608,São Carlos do Ivaí,1390098.32
PR,4124707,São Jerônimo da Serra,1222014.8
PR,4124806,São João,1093916.78
PR,4124905,São João do Caiuá,1227126.37
PR,4125001,São João do Ivaí,1447659.52
PR,4125100,São João do Triunfo,1905675.83
PR,4125209,São Jorge d'Oeste,1475568.58
PR,4125308,São Jorge do Ivaí,935123.25
PR,4125357,São Jorge do Patrocínio,1099723.28
PR,4125407,São José da Boa Vista,1196773.51
PR,4125456,São José das Palmeiras,
PR,4125506,São José dos Pinhais,35728048.52
PR,4125555,São Manoel do Paraná,921191.49
PR,4125605,São Mateus do Sul,2341181.46
PR,4125704,São Miguel do Iguaçu,3301770.61
PR,4125753,São Pedro do Iguaçu,1051522.29
PR,4125803,São Pedro do Ivaí,
PR,4125902,São Pedro do Paraná,1565545.98
PR,4126009,São Sebastião da Amoreira,1164282.47
PR,4126108,São Tomé,702093.13
PR,4126207,Sapopema,
PR,4126256,Sarandi,5892913.24
PR,4126272,Saudade do Iguaçu,1929374.99
PR,4126306,Sengés,1531186.02
PR,4126355,Serranópolis do Iguaçu,1595364.34
PR,4126405,Sertaneja,1536424.59
PR,4126504,Sertanópolis,1393253.52
PR,4126603,Siqueira Campos,
PR,4126652,Sulina,721291.56
PR,4126678,Tamarana,
PR,4126702,Tamboara,987112.7
PR,4126801,Tapejara,1852245.4
PR,4126900,Tapira,1092392.57
PR,4127007,Teixeira Soares,1191708.33
PR,4127106,Telêmaco Borba,7181457.5
PR,4127205,Terra Boa,1490826.01
PR,4127304,Terra Rica,1286888.95
PR,4127403,Terra Roxa,2597162.73
PR,4127502,Tibagi,2945448.73
PR,4127601,Tijucas do Sul,2350560.68
PR,4127700,Toledo,9319193.92
PR,4127809,Tomazina,1502812.42
PR,4127858,Três Barras do Paraná,2014152.04
PR,4127882,Tunas do Paraná,1227296.39
PR,4127908,Tuneiras do Oeste,1331809.26
PR,4127957,Tupãssi,1464941.84
PR,4127965,Turvo,2204786.91
PR,4128005,Ubiratã,1800957.29
PR,4128104,Umuarama,
PR,4128203,União da Vitória,2512235.16
PR,4128302,Uniflor,969454.73
PR,4128401,Uraí,958392.61
PR,4128500,Wenceslau Braz,2080905.42
PR,4128534,Ventania,2550816.97
PR,4128559,Vera Cruz do Oeste,1260741.26
PR,4128609,Verê,1249737.67
PR,4128625,Vila Alta,
PR,4128633,Doutor Ulysses,1154641.31
PR,4128658,Virmond,1122596.4
PR,4128708,Vitorino,679093.46
PR,4128807,Xambrê,1111006.69
PR,4199919,Assunguy de Cima,
PR,4199929,Conchas,
PR,4199939,Palmira,
PR,4199949,Porto de Cima,
RJ,3300100,Angra dos Reis,55137319.41
RJ,3300159,Aperibé,2710845.9
RJ,3300209,Araruama,12626979.43
RJ,3300225,Areal,3001941.5
RJ,3300233,Armação dos Búzios,9530157.81
RJ,3300258,Arraial do Cabo,5716301.78
RJ,3300308,Barra do Piraí,6612534.94
RJ,3300407,Barra Mansa,14238621.26
RJ,3300456,Belford Roxo,15836043.25
RJ,3300506,Bom Jardim,3533682.63
RJ,3300605,Bom Jesus do Itabapoana,5126920.4
RJ,3300704,Cabo Frio,26684273.02
RJ,3300803,Cachoeiras de Macacu,9031715.22
RJ,3300902,Cambuci,3287556.78
RJ,3300936,Carapebus,4647233.43
RJ,3300951,Comendador Levy Gasparian,696991.61
RJ,3301009,Campos dos Goytacazes,34589285.53
RJ,3301108,Cantagalo,4676787.51
RJ,3301157,Cardoso Moreira,3054374.19
RJ,3301207,Carmo,
RJ,3301306,Casimiro de Abreu,8339624.04
RJ,3301405,Conceição de Macabu,3997628.03
RJ,3301504,Cordeiro,3794889.1
RJ,3301603,Duas Barras,
RJ,3301702,Duque de Caxias,83185364.83
RJ,3301801,Engenheiro Paulo de Frontin,3387661.33
RJ,3301850,Guapimirim,1973802.96
RJ,3301876,Iguaba Grande,4454377.44
RJ,3301900,Itaboraí,18594540.02
RJ,3302007,Itaguaí,4727971.31
RJ,3302056,Italva,3076896.89
RJ,3302106,Itaocara,4280431.93
RJ,3302205,Itaperuna,11038256.92
RJ,3302254,Itatiaia,14005654.21
RJ,3302270,Japeri,6445222.82
RJ,3302304,Laje do Muriaé,2454166.72
RJ,3302403,Macaé,80660776.68
RJ,3302452,Macuco,2697774.5
RJ,3302502,Magé,13256228.26
RJ,3302601,Mangaratiba,17070820.82
RJ,3302700,Maricá,29858268.16
RJ,3302809,Mendes,3672228.42
RJ,3302858,Mesquita,7473959.1
RJ,3302908,Miguel Pereira,5441465.57
RJ,3303005,Miracema,3592553.64
RJ,3303104,Natividade,3150975.43
RJ,3303203,Nilópolis,
RJ,3303302,Niterói,90392354.31
RJ,3303401,Nova Friburgo,15378316.77
RJ,3303500,Nova Iguaçu,31339497.27
RJ,3303609,Paracambi,5582892.69
RJ,3303708,Paraíba do Sul,5829694.9
RJ,3303807,Parati,11696633.24
RJ,3303856,Paty do Alferes,4975450.5
RJ,3303906,Petrópolis,30324749.45
RJ,3303955,Pinheiral,3879956.78
RJ,3304003,Piraí,7627592.61
RJ,3304102,Porciúncula,3411182.18
RJ,3304110,Porto Real,9849322.56
RJ,3304128,Quatis,3198031.21
RJ,3304144,Queimados,12078355.11
RJ,3304151,Quissamã,4026336.08
RJ,3304201,Resende,22320693.73
RJ,3304300,Rio Bonito,8357419.07
RJ,3304409,Rio Claro,5331434.59
RJ,3304508,Rio das Flores,3041553.75
RJ,3304524,Rio das Ostras,21256502.47
RJ,3304557,Rio de Janeiro,1000229146.1
RJ,3304607,Santa Maria Madalena,3580370.05
RJ,3304706,Santo Antônio de Pádua,6350636.1
RJ,3304755,São Francisco de Itabapoana,6682968.62
RJ,3304805,São Fidélis,5451103.52
RJ,3304904,São Gonçalo,27339990.53
RJ,3305000,São João da Barra,20475008.26
RJ,3305109,São João de Meriti,18544838.85
RJ,3305133,São José de Ubá,2531455.58
RJ,3305158,São José do Vale do Rio Preto,3432525.7
RJ,3305208,São Pedro da Aldeia,9777170.16
RJ,3305307,São Sebastião do Alto,2457209.07
RJ,3305406,Sapucaia,4949756.47
RJ,3305505,Saquarema,13508440.13
RJ,3305554,Seropédica,15496521.86
RJ,3305604,Silva Jardim,5719594.66
RJ,3305703,Sumidouro,
RJ,3305752,Tanguá,4639861.98
RJ,3305802,Teresópolis,
RJ,3305901,Trajano de Morais,3177547.36
RJ,3306008,Três Rios,13822445.61
RJ,3306107,Valença,1502900.64
RJ,3306156,Varre-Sai,2422120.93
RJ,3306206,Vassouras,1267500
RJ,3306305,Volta Redonda,35319512.31
RJ,3399919,Sâo João Marcos,
RJ,3399929,São Sebastião do Parahyba,
RN,2400109,Acari,1245345.21
RN,2400208,Açu,6337911.53
RN,2400307,Afonso Bezerra,79571.64
RN,2400406,Água Nova,937825.44
RN,2400505,Alexandria,1207777.2
RN,2400604,Almino Afonso,924482.24
RN,2400703,Alto do Rodrigues,3099934.3
RN,2400802,Angicos,1570583.37
RN,2400901,Antônio Martins,783109.63
RN,2401008,Apodi,4195957.65
RN,2401107,Areia Branca,5264473.68
RN,2401206,Arês,1981985.98
RN,2401305,Augusto Severo,1162829.83
RN,2401404,Baía Formosa,1519943.16
RN,2401453,Baraúna,4498096.89
RN,2401503,Barcelona,1014692.96
RN,2401602,Bento Fernandes,1104584.13
RN,2401651,Bodó,1971579.02
RN,2401701,Bom Jesus,1438247.58
RN,2401800,Brejinho,1416292.4
RN,2401859,Caiçara do Norte,1222065.02
RN,2401909,Caiçara do Rio do Vento,1138826.53
RN,2402006,Caicó,6667346.37
RN,2402105,Campo Redondo,1332661.31
RN,2402204,Canguaretama,2657205.75
RN,2402303,Caraúbas,2474186.28
RN,2402402,Carnaúba dos Dantas,63394.84
RN,2402501,Carnaubais,1697238.51
RN,2402600,Ceará-Mirim,6092673.18
RN,2402709,Cerro Corá,2246002.32
RN,2402808,Coronel Ezequiel,1018369.56
RN,2402907,Coronel João Pessoa,983400.13
RN,2403004,Cruzeta,1195021.7
RN,2403103,Currais Novos,4427942.48
RN,2403202,Doutor Severiano,1027293.39
RN,2403251,Parnamirim,25231674.34
RN,2403301,Encanto,914896.56
RN,2403400,Equador,1093641.9
RN,2403509,Espírito Santo,1293439.58
RN,2403608,Extremoz,4013683.45
RN,2403707,Felipe Guerra,1222316.09
RN,2403756,Fernando Pedroza,1077015.46
RN,2403806,Florânia,1129239.88
RN,2403905,Francisco Dantas,964740.45
RN,2404002,Frutuoso Gomes,
RN,2404101,Galinhos,1459505.93
RN,2404200,Goianinha,3042412.29
RN,2404309,Governador Dix-Sept Rosado,2072548.87
RN,2404408,Grossos,2060729.56
RN,2404507,Guamaré,15688501.14
RN,2404606,Ielmo Marinho,1704726.42
RN,2404705,Ipanguaçu,1879190.25
RN,2404804,Ipueira,1090282.79
RN,2404853,Itajá,1136643.83
RN,2404903,Itaú,1046301.53
RN,2405009,Jaçanã,1068831.12
RN,2405108,Jandaíra,1823617.09
RN,2405207,Janduís,1084557.32
RN,2405306,Januário Cicco,1359772.48
RN,2405405,Japi,871762.99
RN,2405504,Jardim de Angicos,1129951.49
RN,2405603,Jardim de Piranhas,1599034.37
RN,2405702,Jardim do Seridó,1517995.41
RN,2405801,João Câmara,4624851.2
RN,2405900,João Dias,994287.27
RN,2406007,José da Penha,1043866.11
RN,2406106,Jucurutu,2304663.36
RN,2406155,Jundiá,1009592.45
RN,2406205,Lagoa d'Anta,1051775.53
RN,2406304,Lagoa de Pedras,1043123.91
RN,2406403,Lagoa de Velhos,1041595
RN,2406502,Lagoa Nova,2313870.21
RN,2406601,Lagoa Salgada,1094070.51
RN,2406700,Lajes,2044217.82
RN,2406809,Lajes Pintadas,986778.6
RN,2406908,Lucrécia,1029995.23
RN,2407005,Luís Gomes,1391495.98
RN,2407104,Macaíba,8578735.25
RN,2407203,Macau,5289792.03
RN,2407252,Major Sales,1058712.35
RN,2407302,Marcelino Vieira,1096329.26
RN,2407401,Martins,1156222
RN,2407500,Maxaranguape,
RN,2407609,Messias Targino,1099035.74
RN,2407708,Montanhas,1405882
RN,2407807,Monte Alegre,2467707.13
RN,2407906,Monte das Gameleiras,865589.69
RN,2408003,Mossoró,29437715.87
RN,2408102,Natal,91697519.79
RN,2408201,Nísia Floresta,3399325.6
RN,2408300,Nova Cruz,2978807.94
RN,2408409,Olho-d'Água do Borges,972580.78
RN,2408508,Ouro Branco,1053211.87
RN,2408607,Paraná,1057416.02
RN,2408706,Paraú,979632.57
RN,2408805,Parazinho,2543398.97
RN,2408904,Parelhas,2467479.74
RN,2408953,Rio do Fogo,1761992.66
RN,2409100,Passa e Fica,1157222.68
RN,2409209,Passagem,1008588.71
RN,2409308,Patu,1589019.17
RN,2409332,Santa Maria,1074173.9
RN,2409407,Pau dos Ferros,3173377.25
RN,2409506,Pedra Grande,1899476.77
RN,2409605,Pedra Preta,1239358.03
RN,2409704,Pedro Avelino,1431353.71
RN,2409803,Pedro Velho,1613004.99
RN,2409902,Pendências,2509887.02
RN,2410009,Pilões,1029376.64
RN,2410108,Poço Branco,1731755.16
RN,2410207,Portalegre,1386599.11
RN,2410256,Porto do Mangue,1434550.14
RN,2410306,Presidente Juscelino,1365598.08
RN,2410405,Pureza,1153273.9
RN,2410504,Rafael Fernandes,
RN,2410603,Rafael Godeiro,869819.76
RN,2410702,Riacho da Cruz,994802.49
RN,2410801,Riacho de Santana,920092.48
RN,2410900,Riachuelo,1339160.62
RN,2411007,Rodolfo Fernandes,1094279.16
RN,2411056,Tibau,1727702.07
RN,2411106,Ruy Barbosa,1121933.22
RN,2411205,Santa Cruz,4455884.27
RN,2411403,Santana do Matos,1825564.09
RN,2411429,Santana do Seridó,1033491.15
RN,2411502,Santo Antônio,2497201.75
RN,2411601,São Bento do Norte,2250467.57
RN,2411700,São Bento do Trairí,1019806.24
RN,2411809,São Fernando,1055007.64
RN,2411908,São Francisco do Oeste,1027981.98
RN,2412005,São Gonçalo do Amarante,9925462.02
RN,2412104,São João do Sabugi,1103233.76
RN,2412203,São José de Mipibu,4513372.62
RN,2412302,São José do Campestre,1443736.47
RN,2412401,São José do Seridó,839020.96
RN,2412500,São Miguel,1936604.43
RN,2412559,São Miguel de Touros,2705986.49
RN,2412609,São Paulo do Potengi,2143143.5
RN,2412708,São Pedro,1049832.59
RN,2412807,São Rafael,1100184.51
RN,2412906,São Tomé,1646451.46
RN,2413003,São Vicente,1140827.46
RN,2413102,Senador Elói de Souza,1011057.67
RN,2413201,Senador Georgino Avelino,974308.99
RN,2413300,Serra de São Bento,1017083.51
RN,2413359,Serra do Mel,3633788.32
RN,2413409,Serra Negra do Norte,1121304.38
RN,2413508,Serrinha,1158959.79
RN,2413557,Serrinha dos Pintos,656390.99
RN,2413607,Severiano Melo,
RN,2413706,Sítio Novo,991062.26
RN,2413805,Taboleiro Grande,1015922.11
RN,2413904,Taipu,1347823.1
RN,2414001,Tangará,1836137.72
RN,2414100,Tenente Ananias,1383177.11
RN,2414159,Tenente Laurentino Cruz,1145181.06
RN,2414209,Tibau do Sul,3403240.95
RN,2414308,Timbaúba dos Batistas,981479.68
RN,2414407,Touros,3953418.42
RN,2414456,Triunfo Potiguar,1036258.12
RN,2414506,Umarizal,1449830.84
RN,2414605,Upanema,2026937.3
RN,2414704,Várzea,784193.86
RN,2414753,Venha-Ver,981238.67
RN,2414803,Vera Cruz,1498093.18
RN,2414902,Viçosa,951564.2
RN,2415008,Vila Flor,994056.95
RO,1100015,Alta Floresta D'Oeste,3860934.74
RO,1100023,Ariquemes,10007754.63
RO,1100031,Cabixi,1694743.47
RO,1100049,Cacoal,10543083
RO,1100056,Cerejeiras,2658962.92
RO,1100064,Colorado do Oeste,2583857.53
RO,1100072,Corumbiara,1951194.13
RO,1100080,Costa Marques,2386720.07
RO,1100098,Espigão D'Oeste,3430625.15
RO,1100106,Guajará-Mirim,5144421.39
RO,1100114,Jaru,6229093.17
RO,1100122,Ji-Paraná,11488331.61
RO,1100130,Machadinho D'Oeste,4135154.31
RO,1100148,Nova Brasilândia D'Oeste,2566669.79
RO,1100155,Ouro Preto do Oeste,4520947.11
RO,1100189,Pimenta Bueno,5262188.47
RO,1100205,Porto Velho,48486637.37
RO,1100254,Presidente Médici,3261028.08
RO,1100262,Rio Crespo,1527586.47
RO,1100288,Rolim de Moura,6633081.88
RO,1100296,Santa Luzia D'Oeste,1480271.39
RO,1100304,Vilhena,10236547.5
RO,1100320,São Miguel do Guaporé,3488992.87
RO,1100338,Nova Mamoré,3663254.64
RO,1100346,Alvorada D'Oeste,2227075.93
RO,1100379,Alto Alegre dos Parecis,2043739.23
RO,1100403,Alto Paraíso,2657914.84
RO,1100452,Buritis,4275168.42
RO,1100502,Novo Horizonte do Oeste,1508263.15
RO,1100601,Cacaulândia,1549316.46
RO,1100700,Campo Novo de Rondônia,2210148.53
RO,1100809,Candeias do Jamari,3179006.7
RO,1100908,Castanheiras,
RO,1100924,Chupinguaia,2925316.59
RO,1100940,Cujubim,2812733.64
RO,1101005,Governador Jorge Teixeira,1714824.23
RO,1101104,Itapuã do Oeste,1415740.41
RO,1101203,Ministro Andreazza,1579558.83
RO,1101302,Mirante da Serra,1670771.93
RO,1101401,Monte Negro,2442729.35
RO,1101435,Nova União,911805.63
RO,1101450,Parecis,1251388.37
RO,1101468,Pimenteiras do Oeste,1528950.47
RO,1101476,Primavera de Rondônia,1056853.56
RO,1101484,São Felipe D'Oeste,1139622.62
RO,1101492,São Francisco do Guaporé,3345406.98
RO,1101500,Seringueiras,2051311.06
RO,1101559,Teixeirópolis,1211992.82
RO,1101609,Theobroma,1399945.18
RO,1101708,Urupá,1366202.68
RO,1101757,Vale do Anari,1690599
RO,1101807,Vale do Paraíso,1346724.62
RR,1400027,Amajari,1410725.21
RR,1400050,Alto Alegre,1176372.97
RR,1400100,Boa Vista,52602185.42
RR,1400159,Bonfim,1186136.57
RR,1400175,Cantá,2246866.03
RR,1400209,Caracaraí,1851072.94
RR,1400233,Caroebe,1029551.6
RR,1400282,Iracema,907162.31
RR,1400308,Mucajaí,1647984.71
RR,1400407,Normandia,1200000
RR,1400456,Pacaraima,1579849.69
RR,1400472,Rorainópolis,
RR,1400506,São João da Baliza,1852821.47
RR,1400605,São Luiz,815687.5
RR,1400704,Uiramutã,1283171.87
RS,4300034,Aceguá,1412753.86
RS,4300059,Água Santa,582885.17
RS,4300109,Agudo,1552840.76
RS,4300208,Ajuricaba,1207431.62
RS,4300307,Alecrim,556974.06
RS,4300406,Alegrete,9536289.76
RS,4300455,Alegria,881813.51
RS,4300471,Almirante Tamandaré do Sul,776836.93
RS,4300505,Alpestre,992927.6
RS,4300554,Alto Alegre,672688.26
RS,4300570,Alto Feliz,287921.74
RS,4300604,Alvorada,15305972.48
RS,4300638,Amaral Ferrador,1144819.6
RS,4300646,Ametista do Sul,934720.61
RS,4300661,André da Rocha,664836.92
RS,4300703,Anta Gorda,594151.15
RS,4300802,Antônio Prado,1192108.77
RS,4300851,Arambaré,996579.15
RS,4300877,Araricá,929090.26
RS,4300901,Aratiba,2197050.53
RS,4301008,Arroio do Meio,1295982.98
RS,4301057,Arroio do Sal,3187393.78
RS,4301073,Arroio do Padre,671712.02
RS,4301107,Arroio dos Ratos,1745454.28
RS,4301206,Arroio do Tigre,
RS,4301305,Arroio Grande,2771315.98
RS,4301404,Arvorezinha,1038005.28
RS,4301503,Augusto Pestana,743653.34
RS,4301552,Áurea,816560.72
RS,4301602,Bagé,12490842.46
RS,4301636,Balneário Pinhal,1873620.46
RS,4301651,Barão,668482.92
RS,4301701,Barão de Cotegipe,600231.84
RS,4301750,Barão do Triunfo,916985.12
RS,4301800,Barracão,807712.37
RS,4301859,Barra do Guarita,693748.02
RS,4301875,Barra do Quaraí,
RS,4301909,Barra do Ribeiro,1649907.21
RS,4301925,Barra do Rio Azul,512192.64
RS,4301958,Barra Funda,594183.8
RS,4302006,Barros Cassal,1346386.18
RS,4302055,Benjamin Constant do Sul,591678.27
RS,4302105,Bento Gonçalves,13209101.57
RS,4302154,Boa Vista das Missões,1079477.98
RS,4302204,Boa Vista do Buricá,654122.42
RS,4302220,Boa Vista do Cadeado,968252.4
RS,4302238,Boa Vista do Incra,1055384.31
RS,4302253,Boa Vista do Sul,387391.7
RS,4302303,Bom Jesus,2257945.36
RS,4302352,Bom Princípio,1043248.24
RS,4302378,Bom Progresso,808223.58
RS,4302402,Bom Retiro do Sul,1734885.84
RS,4302451,Boqueirão do Leão,885500.27
RS,4302501,Bossoroca,1115281.46
RS,4302584,Bozano,729429.9
RS,4302600,Braga,871913.08
RS,4302659,Brochier,909232.35
RS,4302709,Butiá,2604121.81
RS,4302808,Caçapava do Sul,3931203.68
RS,4302907,Cacequi,1968703.29
RS,4303004,Cachoeira do Sul,6346291.69
RS,4303103,Cachoeirinha,14832280.26
RS,4303202,Cacique Doble,612213.75
RS,4303301,Caibaté,854047.54
RS,4303400,Caiçara,846718.58
RS,4303509,Camaquã,6259439.75
RS,4303558,Camargo,460892.45
RS,4303608,Cambará do Sul,757295.2
RS,4303673,Campestre da Serra,539911.13
RS,4303707,Campina das Missões,723572.88
RS,4303806,Campinas do Sul,863002.14
RS,4303905,Campo Bom,4806026.7
RS,4304002,Campo Novo,1109753.95
RS,4304101,Campos Borges,1033213.48
RS,4304200,Candelária,3483432.74
RS,4304309,Cândido Godói,712375.1
RS,4304358,Candiota,
RS,4304408,Canela,2984669.41
RS,4304507,Canguçu,5107962.01
RS,4304606,Canoas,39286820.52
RS,4304614,Canudos do Vale,650015.42
RS,4304622,Capão Bonito do Sul,1188582.46
RS,4304630,Capão da Canoa,8767951.22
RS,4304655,Capão do Cipó,1254547.41
RS,4304663,Capão do Leão,3560896.77
RS,4304671,Capivari do Sul,1175915.38
RS,4304689,Capela de Santana,
RS,4304697,Capitão,546847.35
RS,4304705,Carazinho,4950636.65
RS,4304713,Caraá,1077256.38
RS,4304804,Carlos Barbosa,1337440.51
RS,4304853,Carlos Gomes,708289.58
RS,4304903,Casca,1111011.07
RS,4304952,Caseiros,609483.46
RS,4305009,Catuípe,835555.5
RS,4305108,Caxias do Sul,30568649.44
RS,4305116,Centenário,748176.16
RS,4305124,Cerrito,994300.72
RS,4305132,Cerro Branco,805268.48
RS,4305157,Cerro Grande,868301.09
RS,4305173,Cerro Grande do Sul,884283.32
RS,4305207,Cerro Largo,1523989.23
RS,4305306,Chapada,859517.38
RS,4305355,Charqueadas,6295032.27
RS,4305371,Charrua,537566.13
RS,4305405,Chiapetta,674796.49
RS,4305439,Chuí,942088.85
RS,4305447,Chuvisca,817395.88
RS,4305454,Cidreira,2624717.79
RS,4305504,Ciríaco,907042.96
RS,4305587,Colinas,449800.38
RS,4305603,Colorado,869526.77
RS,4305702,Condor,983624.62
RS,4305801,Constantina,1077725.72
RS,4305835,Coqueiro Baixo,327957.76
RS,4305850,Coqueiros do Sul,705720.79
RS,4305871,Coronel Barros,752901.61
RS,4305900,Coronel Bicaco,165030.31
RS,4305934,Coronel Pilar,391356.65
RS,4305959,Cotiporã,388651.85
RS,4305975,Coxilha,699932.69
RS,4306007,Crissiumal,1544394.01
RS,4306056,Cristal,992559.13
RS,4306072,Cristal do Sul,731703.21
RS,4306106,Cruz Alta,6772075.19
RS,4306130,Cruzaltense,700292.18
RS,4306205,Cruzeiro do Sul,863738.88
RS,4306304,David Canabarro,505883.85
RS,4306320,Derrubadas,737292.36
RS,4306353,Dezesseis de Novembro,900941.02
RS,4306379,Dilermando de Aguiar,1235254.02
RS,4306403,Dois Irmãos,988350.52
RS,4306429,Dois Irmãos das Missões,2764345.42
RS,4306452,Dois Lajeados,272371.42
RS,4306502,Dom Feliciano,1946572.82
RS,4306551,Dom Pedro de Alcântara,718199.74
RS,4306601,Dom Pedrito,4941656.18
RS,4306700,Dona Francisca,546769.9
RS,4306734,Doutor Maurício Cardoso,795247.82
RS,4306759,Doutor Ricardo,549924.51
RS,4306767,Eldorado do Sul,9349734.1
RS,4306809,Encantado,2357551.24
RS,4306908,Encruzilhada do Sul,3087819.69
RS,4306924,Engenho Velho,689071.03
RS,4306932,Entre-Ijuís,1331963.23
RS,4306957,Entre Rios do Sul,614044.35
RS,4306973,Erebango,751136.94
RS,4307005,Erechim,8326797.93
RS,4307054,Ernestina,851020.8
RS,4307104,Herval,1268707.77
RS,4307203,Erval Grande,394616.74
RS,4307302,Erval Seco,989582.63
RS,4307401,Esmeralda,1071852.92
RS,4307450,Esperança do Sul,827592.51
RS,4307500,Espumoso,1193097.3
RS,4307559,Estação,612383.12
RS,4307609,Estância Velha,2015213.06
RS,4307708,Esteio,8227726.91
RS,4307807,Estrela,2188671.77
RS,4307815,Estrela Velha,
RS,4307831,Eugênio de Castro,842278.54
RS,4307864,Fagundes Varela,428040.45
RS,4307906,Farroupilha,3489574.29
RS,4308003,Faxinal do Soturno,656067.78
RS,4308052,Faxinalzinho,800424.35
RS,4308078,Fazenda Vilanova,1073743.66
RS,4308102,Feliz,671772.39
RS,4308201,Flores da Cunha,1806088.15
RS,4308250,Floriano Peixoto,462133.73
RS,4308300,Fontoura Xavier,1197211.89
RS,4308409,Formigueiro,1072777.68
RS,4308433,Forquetinha,439913.8
RS,4308458,Fortaleza dos Valos,1382624.68
RS,4308508,Frederico Westphalen,1871532.18
RS,4308607,Garibaldi,1671588.88
RS,4308656,Garruchos,1073159.09
RS,4308706,Gaurama,776481.69
RS,4308805,General Câmara,1059381.28
RS,4308854,Gentil,477385.56
RS,4308904,Getúlio Vargas,991940.44
RS,4309001,Giruá,2106939.31
RS,4309050,Glorinha,1184538.73
RS,4309100,Gramado,4239611.75
RS,4309126,Gramado dos Loureiros,721844.83
RS,4309159,Gramado Xavier,664913
RS,4309209,Gravataí,17292995.08
RS,4309258,Guabiju,389898.87
RS,4309308,Guaíba,14106935.91
RS,4309407,Guaporé,1900727.65
RS,4309506,Guarani das Missões,861754.25
RS,4309555,Harmonia,425786.28
RS,4309571,Herveiras,809037.59
RS,4309605,Horizontina,2146143.55
RS,4309654,Hulha Negra,1392937.69
RS,4309704,Humaitá,879586.91
RS,4309753,Ibarama,1197000
RS,4309803,Ibiaçá,881135.89
RS,4309902,Ibiraiaras,1153404.22
RS,4309951,Ibirapuitã,1096651.28
RS,4310009,Ibirubá,2650735.09
RS,4310108,Igrejinha,1654706.86
RS,4310207,Ijuí,6464925.4
RS,4310306,Ilópolis,556308.1
RS,4310330,Imbé,3666018.71
RS,4310363,Imigrante,432606.48
RS,4310405,Independência,820196.11
RS,4310413,Inhacorá,898905.72
RS,4310439,Ipê,706858.97
RS,4310462,Ipiranga do Sul,678966.59
RS,4310504,Iraí,735331.47
