UF,COD,MUN,OPERACOES_CREDITO
PR,4126256,Sarandi,312141.135506483
PR,4126272,Saudade do Iguaçu,
PR,4126306,Sengés,26559.7725696683
PR,4126355,Serranópolis do Iguaçu,
PR,4126405,Sertaneja,40428.2223707909
PR,4126504,Sertanópolis,148623.475215402
PR,4126603,Siqueira Campos,155633.583041523
PR,4126652,Sulina,
PR,4126678,Tamarana,
PR,4126702,Tamboara,4409.8177615632
PR,4126801,Tapejara,95543.8346525428
PR,4126900,Tapira,2025.7206929142
PR,4127007,Teixeira Soares,1329.2875409774
PR,4127106,Telêmaco Borba,294009.648074612
PR,4127205,Terra Boa,59948.5730916107
PR,4127304,Terra Rica,62967.6540359806
PR,4127403,Terra Roxa,102286.983080339
PR,4127502,Tibagi,48130.6413241897
PR,4127601,Tijucas do Sul,37548.8964826231
PR,4127700,Toledo,985242.40408493
PR,4127809,Tomazina,24831.0642957514
PR,4127858,Três Barras do Paraná,560.6749851586
PR,4127882,Tunas do Paraná,
PR,4127908,Tuneiras do Oeste,
PR,4127957,Tupãssi,108161.224811303
PR,4127965,Turvo,5349.1130282976
PR,4128005,Ubiratã,126207.774295713
PR,4128104,Umuarama,918037.949689267
PR,4128203,União da Vitória,337364.30056144
PR,4128302,Uniflor,
PR,4128401,Uraí,34498.4923511872
PR,4128500,Wenceslau Braz,126495.346880083
PR,4128534,Ventania,
PR,4128559,Vera Cruz do Oeste,49568.9584081896
PR,4128609,Verê,50262.159920796
PR,4128625,Vila Alta,
PR,4128633,Doutor Ulysses,
PR,4128658,Virmond,
PR,4128708,Vitorino,
PR,4128807,Xambrê,
PR,4199919,Assunguy de Cima,
PR,4199929,Conchas,
PR,4199939,Palmira,
PR,4199949,Porto de Cima,
RJ,3300100,Angra dos Reis,325664.148615267
RJ,3300159,Aperibé,7299.5254989097
RJ,3300209,Araruama,273454.726481533
RJ,3300225,Areal,8219.4388053054
RJ,3300233,Armação dos Búzios,122310.928304946
RJ,3300258,Arraial do Cabo,43637.6541348205
RJ,3300308,Barra do Piraí,190664.148663405
RJ,3300407,Barra Mansa,353494.891768403
RJ,3300456,Belford Roxo,379670.658866016
RJ,3300506,Bom Jardim,67415.9434443148
RJ,3300605,Bom Jesus do Itabapoana,136428.795382042
RJ,3300704,Cabo Frio,610758.172377893
RJ,3300803,Cachoeiras de Macacu,77728.1211742606
RJ,3300902,Cambuci,27324.620130031
RJ,3300936,Carapebus,6749.6099563149
RJ,3300951,Comendador Levy Gasparian,6239.4961692868
RJ,3301009,Campos dos Goytacazes,1535339.76380139
RJ,3301108,Cantagalo,80374.823285071
RJ,3301157,Cardoso Moreira,544.0569383929
RJ,3301207,Carmo,30715.5185495442
RJ,3301306,Casimiro de Abreu,41378.7539940981
RJ,3301405,Conceição de Macabu,23579.6253098617
RJ,3301504,Cordeiro,51539.7736101339
RJ,3301603,Duas Barras,24805.4671395436
RJ,3301702,Duque de Caxias,2649068.90552632
RJ,3301801,Engenheiro Paulo de Frontin,12115.5650497017
RJ,3301850,Guapimirim,34904.7583315306
RJ,3301876,Iguaba Grande,12527.3260420071
RJ,3301900,Itaboraí,290259.554649905
RJ,3302007,Itaguaí,236922.370021344
RJ,3302056,Italva,38940.0148310236
RJ,3302106,Itaocara,82754.0873334053
RJ,3302205,Itaperuna,319658.162233308
RJ,3302254,Itatiaia,51743.1236180564
RJ,3302270,Japeri,29787.8328574097
RJ,3302304,Laje do Muriaé,529.8873418971
RJ,3302403,Macaé,1100397.20224492
RJ,3302452,Macuco,10554.848641604
RJ,3302502,Magé,242630.688555695
RJ,3302601,Mangaratiba,22371.6817566613
RJ,3302700,Maricá,309772.694780938
RJ,3302809,Mendes,45683.7972481775
RJ,3302858,Mesquita,142970.767917247
RJ,3302908,Miguel Pereira,89428.2494935015
RJ,3303005,Miracema,77396.6519368832
RJ,3303104,Natividade,62262.2181476689
RJ,3303203,Nilópolis,375813.088275262
RJ,3303302,Niterói,2846624.00876976
RJ,3303401,Nova Friburgo,686317.190631355
RJ,3303500,Nova Iguaçu,1428890.92805418
RJ,3303609,Paracambi,104345.111611538
RJ,3303708,Paraíba do Sul,104349.483906668
RJ,3303807,Parati,90243.1555233742
RJ,3303856,Paty do Alferes,38957.6628370343
RJ,3303906,Petrópolis,958939.107118568
RJ,3303955,Pinheiral,36059.716300799
RJ,3304003,Piraí,56220.976882053
RJ,3304102,Porciúncula,78529.8788161668
RJ,3304110,Porto Real,26036.7834170054
RJ,3304128,Quatis,18235.8405923908
RJ,3304144,Queimados,187163.465951634
RJ,3304151,Quissamã,46606.6875480751
RJ,3304201,Resende,534645.830615584
RJ,3304300,Rio Bonito,153156.449237976
RJ,3304409,Rio Claro,20895.2828702775
RJ,3304508,Rio das Flores,7316.3820026798
RJ,3304524,Rio das Ostras,422908.694939257
RJ,3304557,Rio de Janeiro,92463939.1064949
RJ,3304607,Santa Maria Madalena,19585.7089417662
RJ,3304706,Santo Antônio de Pádua,117786.655994124
RJ,3304755,São Francisco de Itabapoana,72740.4485848213
RJ,3304805,São Fidélis,107453.669062099
RJ,3304904,São Gonçalo,1371217.06239624
RJ,3305000,São João da Barra,53865.1240611296
RJ,3305109,São João de Meriti,611852.261680936
RJ,3305133,São José de Ubá,12969.5885291686
RJ,3305158,São José do Vale do Rio Preto,25948.0319076156
RJ,3305208,São Pedro da Aldeia,192989.173587774
RJ,3305307,São Sebastião do Alto,6317.3162845481
RJ,3305406,Sapucaia,29296.7356883373
RJ,3305505,Saquarema,138881.980664231
RJ,3305554,Seropédica,102875.130937629
RJ,3305604,Silva Jardim,21660.0989280634
RJ,3305703,Sumidouro,35483.8588237953
RJ,3305752,Tanguá,38191.2458357999
RJ,3305802,Teresópolis,479859.173928107
RJ,3305901,Trajano de Morais,6790.0583897763
RJ,3306008,Três Rios,254511.048804425
RJ,3306107,Valença,163552.853482192
RJ,3306156,Varre-Sai,18897.5093382887
RJ,3306206,Vassouras,91990.2389877815
RJ,3306305,Volta Redonda,1299418.65417769
RJ,3399919,Sâo João Marcos,
RJ,3399929,São Sebastião do Parahyba,
RN,2400109,Acari,
RN,2400208,Açu,188920.766751764
RN,2400307,Afonso Bezerra,
RN,2400406,Água Nova,
RN,2400505,Alexandria,43616.2411333537
RN,2400604,Almino Afonso,
RN,2400703,Alto do Rodrigues,19764.1189722345
RN,2400802,Angicos,47188.2207393212
RN,2400901,Antônio Martins,
RN,2401008,Apodi,121766.747106389
RN,2401107,Areia Branca,73387.9407336508
RN,2401206,Arês,
RN,2401305,Augusto Severo,30600.6352152135
RN,2401404,Baía Formosa,
RN,2401453,Baraúna,21950.1834053929
RN,2401503,Barcelona,
RN,2401602,Bento Fernandes,
RN,2401651,Bodó,
RN,2401701,Bom Jesus,
RN,2401800,Brejinho,
RN,2401859,Caiçara do Norte,
RN,2401909,Caiçara do Rio do Vento,
RN,2402006,Caicó,288332.275133943
RN,2402105,Campo Redondo,
RN,2402204,Canguaretama,50551.7591709366
RN,2402303,Caraúbas,26325.4997199258
RN,2402402,Carnaúba dos Dantas,
RN,2402501,Carnaubais,
RN,2402600,Ceará-Mirim,190630.756369597
RN,2402709,Cerro Corá,
RN,2402808,Coronel Ezequiel,
RN,2402907,Coronel João Pessoa,
RN,2403004,Cruzeta,
RN,2403103,Currais Novos,181279.72969407
RN,2403202,Doutor Severiano,
RN,2403251,Parnamirim,488840.940087636
RN,2403301,Encanto,
RN,2403400,Equador,
RN,2403509,Espírito Santo,
RN,2403608,Extremoz,226143.242722468
RN,2403707,Felipe Guerra,
RN,2403756,Fernando Pedroza,
RN,2403806,Florânia,
RN,2403905,Francisco Dantas,
RN,2404002,Frutuoso Gomes,
RN,2404101,Galinhos,
RN,2404200,Goianinha,88084.1574915999
RN,2404309,Governador Dix-Sept Rosado,
RN,2404408,Grossos,
RN,2404507,Guamaré,20023.9636011092
RN,2404606,Ielmo Marinho,
RN,2404705,Ipanguaçu,
RN,2404804,Ipueira,
RN,2404853,Itajá,
RN,2404903,Itaú,
RN,2405009,Jaçanã,
RN,2405108,Jandaíra,
RN,2405207,Janduís,
RN,2405306,Januário Cicco,
RN,2405405,Japi,
RN,2405504,Jardim de Angicos,
RN,2405603,Jardim de Piranhas,
RN,2405702,Jardim do Seridó,6100.6131219103
RN,2405801,João Câmara,139434.732751339
RN,2405900,João Dias,
RN,2406007,José da Penha,
RN,2406106,Jucurutu,21552.3255502884
RN,2406155,Jundiá,
RN,2406205,Lagoa d'Anta,
RN,2406304,Lagoa de Pedras,
RN,2406403,Lagoa de Velhos,
RN,2406502,Lagoa Nova,
RN,2406601,Lagoa Salgada,
RN,2406700,Lajes,18219.2238582325
RN,2406809,Lajes Pintadas,
RN,2406908,Lucrécia,
RN,2407005,Luís Gomes,
RN,2407104,Macaíba,128644.314841453
RN,2407203,Macau,128944.800419536
RN,2407252,Major Sales,
RN,2407302,Marcelino Vieira,
RN,2407401,Martins,
RN,2407500,Maxaranguape,
RN,2407609,Messias Targino,
RN,2407708,Montanhas,
RN,2407807,Monte Alegre,25743.6278759796
RN,2407906,Monte das Gameleiras,
RN,2408003,Mossoró,1458547.65068749
RN,2408102,Natal,5869963.3393274
RN,2408201,Nísia Floresta,
RN,2408300,Nova Cruz,89047.79112408
RN,2408409,Olho-d'Água do Borges,
RN,2408508,Ouro Branco,
RN,2408607,Paraná,
RN,2408706,Paraú,
RN,2408805,Parazinho,
RN,2408904,Parelhas,95208.3405234512
RN,2408953,Rio do Fogo,
RN,2409100,Passa e Fica,
RN,2409209,Passagem,
RN,2409308,Patu,33007.1468047481
RN,2409332,Santa Maria,
RN,2409407,Pau dos Ferros,241150.538237464
RN,2409506,Pedra Grande,
RN,2409605,Pedra Preta,
RN,2409704,Pedro Avelino,
RN,2409803,Pedro Velho,
RN,2409902,Pendências,
RN,2410009,Pilões,
RN,2410108,Poço Branco,
RN,2410207,Portalegre,
RN,2410256,Porto do Mangue,
RN,2410306,Presidente Juscelino,
RN,2410405,Pureza,
RN,2410504,Rafael Fernandes,
RN,2410603,Rafael Godeiro,
RN,2410702,Riacho da Cruz,
RN,2410801,Riacho de Santana,
RN,2410900,Riachuelo,
RN,2411007,Rodolfo Fernandes,
RN,2411056,Tibau,
RN,2411106,Ruy Barbosa,
RN,2411205,Santa Cruz,155378.021888013
RN,2411403,Santana do Matos,
RN,2411429,Santana do Seridó,
RN,2411502,Santo Antônio,48280.318816993
RN,2411601,São Bento do Norte,
RN,2411700,São Bento do Trairí,
RN,2411809,São Fernando,
RN,2411908,São Francisco do Oeste,
RN,2412005,São Gonçalo do Amarante,316400.451020283
RN,2412104,São João do Sabugi,
RN,2412203,São José de Mipibu,121760.183632032
RN,2412302,São José do Campestre,
RN,2412401,São José do Seridó,
RN,2412500,São Miguel,57243.6809086695
RN,2412559,São Miguel de Touros,
RN,2412609,São Paulo do Potengi,40369.4114353768
RN,2412708,São Pedro,
RN,2412807,São Rafael,
RN,2412906,São Tomé,
RN,2413003,São Vicente,
RN,2413102,Senador Elói de Souza,
RN,2413201,Senador Georgino Avelino,
RN,2413300,Serra de São Bento,
RN,2413359,Serra do Mel,
RN,2413409,Serra Negra do Norte,
RN,2413508,Serrinha,
RN,2413557,Serrinha dos Pintos,
RN,2413607,Severiano Melo,
RN,2413706,Sítio Novo,
RN,2413805,Taboleiro Grande,
RN,2413904,Taipu,
RN,2414001,Tangará,
RN,2414100,Tenente Ananias,
RN,2414159,Tenente Laurentino Cruz,
RN,2414209,Tibau do Sul,
RN,2414308,Timbaúba dos Batistas,
RN,2414407,Touros,74189.2967177036
RN,2414456,Triunfo Potiguar,
RN,2414506,Umarizal,34699.1475761912
RN,2414605,Upanema,
RN,2414704,Várzea,
RN,2414753,Venha-Ver,
RN,2414803,Vera Cruz,
RN,2414902,Viçosa,
RN,2415008,Vila Flor,
RO,1100015,Alta Floresta D'Oeste,197047.660612397
RO,1100023,Ariquemes,893378.385858819
RO,1100031,Cabixi,
RO,1100049,Cacoal,540058.254634876
RO,1100056,Cerejeiras,294200.218974774
RO,1100064,Colorado do Oeste,139501.040424946
RO,1100072,Corumbiara,
RO,1100080,Costa Marques,89063.8714393622
RO,1100098,Espigão D'Oeste,76950.4008734779
RO,1100106,Guajará-Mirim,175047.41917503
RO,1100114,Jaru,519424.363520019
RO,1100122,Ji-Paraná,788062.069495524
RO,1100130,Machadinho D'Oeste,128532.180982014
RO,1100148,Nova Brasilândia D'Oeste,72550.6350591092
RO,1100155,Ouro Preto do Oeste,214774.397687895
RO,1100189,Pimenta Bueno,294152.644833468
RO,1100205,Porto Velho,3916793.18258918
RO,1100254,Presidente Médici,107629.156353503
RO,1100262,Rio Crespo,
RO,1100288,Rolim de Moura,345891.019000545
RO,1100296,Santa Luzia D'Oeste,
RO,1100304,Vilhena,981812.566730424
RO,1100320,São Miguel do Guaporé,232119.342347353
RO,1100338,Nova Mamoré,279263.583739403
RO,1100346,Alvorada D'Oeste,111576.339086542
RO,1100379,Alto Alegre dos Parecis,
RO,1100403,Alto Paraíso,211944.269636342
RO,1100452,Buritis,226024.250489552
RO,1100502,Novo Horizonte do Oeste,
RO,1100601,Cacaulândia,
RO,1100700,Campo Novo de Rondônia,
RO,1100809,Candeias do Jamari,110749.972244237
RO,1100908,Castanheiras,
RO,1100924,Chupinguaia,
RO,1100940,Cujubim,1051.0729720417
RO,1101005,Governador Jorge Teixeira,
RO,1101104,Itapuã do Oeste,
RO,1101203,Ministro Andreazza,77045.2231919269
RO,1101302,Mirante da Serra,155763.938953926
RO,1101401,Monte Negro,179670.835345279
RO,1101435,Nova União,
RO,1101450,Parecis,
RO,1101468,Pimenteiras do Oeste,
RO,1101476,Primavera de Rondônia,
RO,1101484,São Felipe D'Oeste,
RO,1101492,São Francisco do Guaporé,54839.0437224509
RO,1101500,Seringueiras,
RO,1101559,Teixeirópolis,
RO,1101609,Theobroma,
RO,1101708,Urupá,99427.9929805287
RO,1101757,Vale do Anari,
RO,1101807,Vale do Paraíso,
RR,1400027,Amajari,
RR,1400050,Alto Alegre,
RR,1400100,Boa Vista,2341595.84240522
RR,1400159,Bonfim,
RR,1400175,Cantá,
RR,1400209,Caracaraí,188450.474409413
RR,1400233,Caroebe,
RR,1400282,Iracema,
RR,1400308,Mucajaí,48819.0903230664
RR,1400407,Normandia,
RR,1400456,Pacaraima,
RR,1400472,Rorainópolis,75350.4029398656
RR,1400506,São João da Baliza,60122.198230701
RR,1400605,São Luiz,
RR,1400704,Uiramutã,
RS,4300034,Aceguá,3660.5101597844
RS,4300059,Água Santa,69130.7516437813
RS,4300109,Agudo,32064.2033646129
RS,4300208,Ajuricaba,46739.515100145
RS,4300307,Alecrim,5672.3229026042
RS,4300406,Alegrete,427377.97643963
RS,4300455,Alegria,3656.4025738063
RS,4300471,Almirante Tamandaré do Sul,
RS,4300505,Alpestre,3834.7631627305
RS,4300554,Alto Alegre,
RS,4300570,Alto Feliz,
RS,4300604,Alvorada,337620.4112599
RS,4300638,Amaral Ferrador,2854.9512069517
RS,4300646,Ametista do Sul,3652.7364614383
RS,4300661,André da Rocha,
RS,4300703,Anta Gorda,2274.5494832534
RS,4300802,Antônio Prado,157110.386648511
RS,4300851,Arambaré,
RS,4300877,Araricá,
RS,4300901,Aratiba,63230.2227626716
RS,4301008,Arroio do Meio,122249.866247902
RS,4301057,Arroio do Sal,7635.8723852522
RS,4301073,Arroio do Padre,
RS,4301107,Arroio dos Ratos,29999.8093209293
RS,4301206,Arroio do Tigre,53532.5290441696
RS,4301305,Arroio Grande,217716.002420133
RS,4301404,Arvorezinha,69535.8262141738
RS,4301503,Augusto Pestana,109812.032463374
RS,4301552,Áurea,41856.7229018502
RS,4301602,Bagé,556566.051132676
RS,4301636,Balneário Pinhal,13238.7137296435
RS,4301651,Barão,3515.4294179703
RS,4301701,Barão de Cotegipe,5984.3979286407
RS,4301750,Barão do Triunfo,2577.4730107473
RS,4301800,Barracão,3357.2418540896
RS,4301859,Barra do Guarita,
RS,4301875,Barra do Quaraí,
RS,4301909,Barra do Ribeiro,44043.5377088852
RS,4301925,Barra do Rio Azul,
RS,4301958,Barra Funda,4217.2337592412
RS,4302006,Barros Cassal,22063.2982200684
RS,4302055,Benjamin Constant do Sul,
RS,4302105,Bento Gonçalves,1156676.14124296
RS,4302154,Boa Vista das Missões,
RS,4302204,Boa Vista do Buricá,68777.5237516645
RS,4302220,Boa Vista do Cadeado,
RS,4302238,Boa Vista do Incra,4028.5893291548
RS,4302253,Boa Vista do Sul,
RS,4302303,Bom Jesus,137974.859154134
RS,4302352,Bom Princípio,64340.0200380413
RS,4302378,Bom Progresso,
RS,4302402,Bom Retiro do Sul,8071.3513175559
RS,4302451,Boqueirão do Leão,3525.1492755017
RS,4302501,Bossoroca,59584.2488543734
RS,4302584,Bozano,
RS,4302600,Braga,
RS,4302659,Brochier,
RS,4302709,Butiá,47504.5626143628
RS,4302808,Caçapava do Sul,184125.889931968
RS,4302907,Cacequi,52333.5046580084
RS,4303004,Cachoeira do Sul,303832.094622216
RS,4303103,Cachoeirinha,740342.255899803
RS,4303202,Cacique Doble,3052.9291504687
RS,4303301,Caibaté,55683.9760833138
RS,4303400,Caiçara,4256.0624352153
RS,4303509,Camaquã,391824.830323512
RS,4303558,Camargo,
RS,4303608,Cambará do Sul,5506.7838624127
RS,4303673,Campestre da Serra,1966.5505406182
RS,4303707,Campina das Missões,3399.184909803
RS,4303806,Campinas do Sul,85766.5921148808
RS,4303905,Campo Bom,223084.855313044
RS,4304002,Campo Novo,79658.0477817407
RS,4304101,Campos Borges,
RS,4304200,Candelária,107614.50546764
RS,4304309,Cândido Godói,66889.2934297134
RS,4304358,Candiota,16122.3677218266
RS,4304408,Canela,159875.918228924
RS,4304507,Canguçu,330821.456017409
RS,4304606,Canoas,1922750.60489714
RS,4304614,Canudos do Vale,
RS,4304622,Capão Bonito do Sul,
RS,4304630,Capão da Canoa,222959.384050178
RS,4304655,Capão do Cipó,
RS,4304663,Capão do Leão,30455.3702708326
RS,4304671,Capivari do Sul,55848.954202625
RS,4304689,Capela de Santana,11527.4574457043
RS,4304697,Capitão,
RS,4304705,Carazinho,456182.739449783
RS,4304713,Caraá,3656.330817937
RS,4304804,Carlos Barbosa,184707.248108899
RS,4304853,Carlos Gomes,
RS,4304903,Casca,160274.478328969
RS,4304952,Caseiros,
RS,4305009,Catuípe,69220.1524562806
RS,4305108,Caxias do Sul,3593757.2493226
RS,4305116,Centenário,1599.6382791946
RS,4305124,Cerrito,5884.8532864314
RS,4305132,Cerro Branco,4363.3160204742
RS,4305157,Cerro Grande,
RS,4305173,Cerro Grande do Sul,5580.8350443959
RS,4305207,Cerro Largo,176681.599592083
RS,4305306,Chapada,110050.62422888
RS,4305355,Charqueadas,123742.174373075
RS,4305371,Charrua,
RS,4305405,Chiapetta,7701.762212181
RS,4305439,Chuí,13270.1808659838
RS,4305447,Chuvisca,
RS,4305454,Cidreira,23351.0334247911
RS,4305504,Ciríaco,2763.947263325
RS,4305587,Colinas,
RS,4305603,Colorado,54497.7833092086
RS,4305702,Condor,46794.7763077107
RS,4305801,Constantina,97446.3522681167
RS,4305835,Coqueiro Baixo,
RS,4305850,Coqueiros do Sul,
RS,4305871,Coronel Barros,
RS,4305900,Coronel Bicaco,66580.4045392854
RS,4305934,Coronel Pilar,
RS,4305959,Cotiporã,1420.5478805759
RS,4305975,Coxilha,
RS,4306007,Crissiumal,26797.8694821983
RS,4306056,Cristal,6485.4984784351
RS,4306072,Cristal do Sul,
RS,4306106,Cruz Alta,400010.261659691
RS,4306130,Cruzaltense,
RS,4306205,Cruzeiro do Sul,70995.8831388742
RS,4306304,David Canabarro,21116.3850177283
RS,4306320,Derrubadas,1279.8503722864
RS,4306353,Dezesseis de Novembro,
RS,4306379,Dilermando de Aguiar,2893.4622319437
RS,4306403,Dois Irmãos,187446.881508483
RS,4306429,Dois Irmãos das Missões,
RS,4306452,Dois Lajeados,21727.2838609248
RS,4306502,Dom Feliciano,69656.7247905186
RS,4306551,Dom Pedro de Alcântara,
RS,4306601,Dom Pedrito,244296.257352646
RS,4306700,Dona Francisca,3885.4739981006
RS,4306734,Doutor Maurício Cardoso,55016.6534999628
RS,4306759,Doutor Ricardo,
RS,4306767,Eldorado do Sul,91322.0723978954
RS,4306809,Encantado,131772.604280982
RS,4306908,Encruzilhada do Sul,81609.1918121903
RS,4306924,Engenho Velho,
RS,4306932,Entre-Ijuís,57998.7079782695
RS,4306957,Entre Rios do Sul,3120.9112735359
RS,4306973,Erebango,3242.0850598913
RS,4307005,Erechim,925166.610899909
RS,4307054,Ernestina,2390.0781828715
RS,4307104,Herval,7143.3895403391
RS,4307203,Erval Grande,2633.7409881612
RS,4307302,Erval Seco,45617.1688608385
RS,4307401,Esmeralda,64460.9365533534
RS,4307450,Esperança do Sul,
RS,4307500,Espumoso,112991.518402998
RS,4307559,Estação,5799.8676475693
RS,4307609,Estância Velha,195344.420421631
RS,4307708,Esteio,321301.832364068
RS,4307807,Estrela,167190.267440333
RS,4307815,Estrela Velha,48664.5019285781
RS,4307831,Eugênio de Castro,4031.7868406938
RS,4307864,Fagundes Varela,
RS,4307906,Farroupilha,332105.473043005
RS,4308003,Faxinal do Soturno,91598.6037666545
RS,4308052,Faxinalzinho,
RS,4308078,Fazenda Vilanova,3332.1154863896
RS,4308102,Feliz,61599.0753437011
RS,4308201,Flores da Cunha,254382.677554357
RS,4308250,Floriano Peixoto,
RS,4308300,Fontoura Xavier,46623.6171203218
RS,4308409,Formigueiro,8319.0145125557
RS,4308433,Forquetinha,
RS,4308458,Fortaleza dos Valos,75959.8202868837
RS,4308508,Frederico Westphalen,260950.115547498
RS,4308607,Garibaldi,304460.793296342
RS,4308656,Garruchos,2129.2626620831
RS,4308706,Gaurama,3809.1366916249
RS,4308805,General Câmara,10202.1405420034
RS,4308854,Gentil,
RS,4308904,Getúlio Vargas,136895.182279949
RS,4309001,Giruá,148861.482433096
RS,4309050,Glorinha,5465.5382387454
RS,4309100,Gramado,213383.633305947
RS,4309126,Gramado dos Loureiros,
RS,4309159,Gramado Xavier,3028.9955053269
RS,4309209,Gravataí,971989.085848217
RS,4309258,Guabiju,
RS,4309308,Guaíba,312460.419372164
RS,4309407,Guaporé,146821.740030782
RS,4309506,Guarani das Missões,79007.9951734796
RS,4309555,Harmonia,3712.6797394718
RS,4309571,Herveiras,
RS,4309605,Horizontina,201751.983275357
RS,4309654,Hulha Negra,3761.7323142051
RS,4309704,Humaitá,5339.7160721778
RS,4309753,Ibarama,2476.2779835455
RS,4309803,Ibiaçá,77707.0266988475
RS,4309902,Ibiraiaras,73105.2851764665
RS,4309951,Ibirapuitã,4338.0032625285
RS,4310009,Ibirubá,420712.396981552
RS,4310108,Igrejinha,97037.6465882192
RS,4310207,Ijuí,1262947.42190463
RS,4310306,Ilópolis,2781.7497194689
RS,4310330,Imbé,84135.8739185184
RS,4310363,Imigrante,2091.4267548121
RS,4310405,Independência,37774.2912936904
RS,4310413,Inhacorá,
RS,4310439,Ipê,4795.6495079976
RS,4310462,Ipiranga do Sul,
RS,4310504,Iraí,9096.5821133483
RS,4310538,Itaara,
RS,4310553,Itacurubi,3611.2646317686
RS,4310579,Itapuca,
RS,4310603,Itaqui,208360.554883003
RS,4310652,Itati,
RS,4310702,Itatiba do Sul,1546.1381531758
RS,4310751,Ivorá,
RS,4310801,Ivoti,95040.3595960267
RS,4310850,Jaboticaba,
RS,4310876,Jacuizinho,
RS,4310900,Jacutinga,5042.1479827296
RS,4311007,Jaguarão,136928.814343369
RS,4311106,Jaguari,85589.1586642914
RS,4311122,Jaquirana,
RS,4311130,Jari,2909.3452185855
RS,4311155,Jóia,11286.6832516873
RS,4311205,Júlio de Castilhos,86532.6345854806
RS,4311239,Lagoa Bonita do Sul,
RS,4311254,Lagoão,4024.8260838418
RS,4311270,Lagoa dos Três Cantos,
RS,4311304,Lagoa Vermelha,270039.316432102
RS,4311403,Lajeado,840875.828310705
RS,4311429,Lajeado do Bugre,
RS,4311502,Lavras do Sul,55950.0275948777
RS,4311601,Liberato Salzano,3915.3209394177
RS,4311627,Lindolfo Collor,
RS,4311643,Linha Nova,
RS,4311700,Machadinho,28466.3089514553
