UF,COD,MUNICIPIO,RECEITA_IPTU
PR,4121257,Ramilândia,113577.18
PR,4121307,Rancho Alegre,115324.73
PR,4121356,Rancho Alegre D'Oeste,49792.23
PR,4121406,Realeza,2034956.29
PR,4121505,Rebouças,1327358.88
PR,4121604,Renascença,568475.23
PR,4121703,Reserva,1232887.58
PR,4121752,Reserva do Iguaçu,67185.42
PR,4121802,Ribeirão Claro,3330860.39
PR,4121901,Ribeirão do Pinhal,2459005.09
PR,4122008,Rio Azul,586561.74
PR,4122107,Rio Bom,162930.42
PR,4122156,Rio Bonito do Iguaçu,640793.15
PR,4122172,Rio Branco do Ivaí,179380.17
PR,4122206,Rio Branco do Sul,8582256.5
PR,4122305,Rio Negro,4927460.35
PR,4122404,Rolândia,22143904.09
PR,4122503,Roncador,1387304.85
PR,4122602,Rondon,402342.83
PR,4122651,Rosário do Ivaí,349163.75
PR,4122701,Sabáudia,957867.28
PR,4122800,Salgado Filho,246399.81
PR,4122909,Salto do Itararé,241141.27
PR,4123006,Salto do Lontra,1320549.31
PR,4123105,Santa Amélia,239541.46
PR,4123204,Santa Cecília do Pavão,564412.26
PR,4123303,Santa Cruz de Monte Castelo,885331.34
PR,4123402,Santa Fé,
PR,4123501,Santa Helena,1508733.57
PR,4123600,Santa Inês,
PR,4123709,Santa Isabel do Ivaí,
PR,4123808,Santa Izabel do Oeste,1114086.94
PR,4123824,Santa Lúcia,218883.83
PR,4123857,Santa Maria do Oeste,339621.56
PR,4123907,Santa Mariana,1417157.83
PR,4123956,Santa Mônica,137991.77
PR,4124004,Santana do Itararé,424141.07
PR,4124020,Santa Tereza do Oeste,2250053.55
PR,4124053,Santa Terezinha de Itaipu,5805770.68
PR,4124103,Santo Antônio da Platina,9977490.4
PR,4124202,Santo Antônio do Caiuá,6710.7
PR,4124301,Santo Antônio do Paraíso,210480.35
PR,4124400,Santo Antônio do Sudoeste,2168117.19
PR,4124509,Santo Inácio,768501.79
PR,4124608,São Carlos do Ivaí,298898.33
PR,4124707,São Jerônimo da Serra,365096.35
PR,4124806,São João,1433226.35
PR,4124905,São João do Caiuá,307021.37
PR,4125001,São João do Ivaí,1140562.85
PR,4125100,São João do Triunfo,456263.12
PR,4125209,São Jorge d'Oeste,596409.71
PR,4125308,São Jorge do Ivaí,988167.49
PR,4125357,São Jorge do Patrocínio,464186.9
PR,4125407,São José da Boa Vista,294624.85
PR,4125456,São José das Palmeiras,211785.7
PR,4125506,São José dos Pinhais,78112682.56
PR,4125555,São Manoel do Paraná,169065.96
PR,4125605,São Mateus do Sul,5653307.3
PR,4125704,São Miguel do Iguaçu,2672747.6
PR,4125753,São Pedro do Iguaçu,846441.6
PR,4125803,São Pedro do Ivaí,1060113.73
PR,4125902,São Pedro do Paraná,813376.96
PR,4126009,São Sebastião da Amoreira,703611.85
PR,4126108,São Tomé,440708.17
PR,4126207,Sapopema,164172.52
PR,4126256,Sarandi,
PR,4126272,Saudade do Iguaçu,257160.35
PR,4126306,Sengés,1403954.08
PR,4126355,Serranópolis do Iguaçu,989856.42
PR,4126405,Sertaneja,1989101.1
PR,4126504,Sertanópolis,6573404.23
PR,4126603,Siqueira Campos,2860263.95
PR,4126652,Sulina,131456.37
PR,4126678,Tamarana,963604.42
PR,4126702,Tamboara,613203.93
PR,4126801,Tapejara,4061188.94
PR,4126900,Tapira,379442.43
PR,4127007,Teixeira Soares,277956.88
PR,4127106,Telêmaco Borba,6621566.83
PR,4127205,Terra Boa,3554858.15
PR,4127304,Terra Rica,1721884.82
PR,4127403,Terra Roxa,2404686.57
PR,4127502,Tibagi,3247291.21
PR,4127601,Tijucas do Sul,732272.77
PR,4127700,Toledo,57482082.58
PR,4127809,Tomazina,614281.36
PR,4127858,Três Barras do Paraná,506324.47
PR,4127882,Tunas do Paraná,363470.36
PR,4127908,Tuneiras do Oeste,334264.24
PR,4127957,Tupãssi,1432536.47
PR,4127965,Turvo,517167.18
PR,4128005,Ubiratã,3435419.44
PR,4128104,Umuarama,46397179.4
PR,4128203,União da Vitória,18351196.77
PR,4128302,Uniflor,63873.38
PR,4128401,Uraí,1283294.27
PR,4128500,Wenceslau Braz,1452211.03
PR,4128534,Ventania,245999.92
PR,4128559,Vera Cruz do Oeste,525907.47
PR,4128609,Verê,417628.09
PR,4128625,Vila Alta,217021.67
PR,4128633,Doutor Ulysses,18634.75
PR,4128658,Virmond,64441.24
PR,4128708,Vitorino,1301125.25
PR,4128807,Xambrê,1029903.04
PR,4199919,Assunguy de Cima,
PR,4199929,Conchas,
PR,4199939,Palmira,
PR,4199949,Porto de Cima,
RJ,3300100,Angra dos Reis,99987830.33
RJ,3300159,Aperibé,637762.37
RJ,3300209,Araruama,50546164.94
RJ,3300225,Areal,4823868.86
RJ,3300233,Armação dos Búzios,42165137.63
RJ,3300258,Arraial do Cabo,11176824.2
RJ,3300308,Barra do Piraí,12923731.48
RJ,3300407,Barra Mansa,25523607.2
RJ,3300456,Belford Roxo,26758000.1
RJ,3300506,Bom Jardim,3123727.64
RJ,3300605,Bom Jesus do Itabapoana,4061163.58
RJ,3300704,Cabo Frio,71936565.53
RJ,3300803,Cachoeiras de Macacu,5062428.56
RJ,3300902,Cambuci,576091.94
RJ,3300936,Carapebus,635106.91
RJ,3300951,Comendador Levy Gasparian,720933.45
RJ,3301009,Campos dos Goytacazes,127749907.8
RJ,3301108,Cantagalo,1037450.68
RJ,3301157,Cardoso Moreira,184484.49
RJ,3301207,Carmo,
RJ,3301306,Casimiro de Abreu,5855311.87
RJ,3301405,Conceição de Macabu,1470928.48
RJ,3301504,Cordeiro,3702340.47
RJ,3301603,Duas Barras,
RJ,3301702,Duque de Caxias,140172081.02
RJ,3301801,Engenheiro Paulo de Frontin,944629
RJ,3301850,Guapimirim,8340945.01
RJ,3301876,Iguaba Grande,13349786.63
RJ,3301900,Itaboraí,60637965.37
RJ,3302007,Itaguaí,49670095.76
RJ,3302056,Italva,631257.77
RJ,3302106,Itaocara,1155788.98
RJ,3302205,Itaperuna,22788246.1
RJ,3302254,Itatiaia,12968451.33
RJ,3302270,Japeri,1268027.29
RJ,3302304,Laje do Muriaé,462383.67
RJ,3302403,Macaé,73515743.85
RJ,3302452,Macuco,683530.6
RJ,3302502,Magé,21081342.91
RJ,3302601,Mangaratiba,30432745.28
RJ,3302700,Maricá,77953869.31
RJ,3302809,Mendes,1529180.17
RJ,3302858,Mesquita,17024700.99
RJ,3302908,Miguel Pereira,6983481.43
RJ,3303005,Miracema,3796034.02
RJ,3303104,Natividade,1377479.27
RJ,3303203,Nilópolis,22726060.77
RJ,3303302,Niterói,523066704.69
RJ,3303401,Nova Friburgo,59057274.86
RJ,3303500,Nova Iguaçu,124796818.63
RJ,3303609,Paracambi,
RJ,3303708,Paraíba do Sul,10639906.61
RJ,3303807,Parati,13227950.53
RJ,3303856,Paty do Alferes,6741646.41
RJ,3303906,Petrópolis,136076270.89
RJ,3303955,Pinheiral,1686983.33
RJ,3304003,Piraí,5789193.08
RJ,3304102,Porciúncula,1695413.6
RJ,3304110,Porto Real,2561533.05
RJ,3304128,Quatis,966913.78
RJ,3304144,Queimados,9008093.17
RJ,3304151,Quissamã,3986915.35
RJ,3304201,Resende,37772230.44
RJ,3304300,Rio Bonito,5786888.99
RJ,3304409,Rio Claro,1695680.75
RJ,3304508,Rio das Flores,734829.77
RJ,3304524,Rio das Ostras,44656267.99
RJ,3304557,Rio de Janeiro,4391321304.14
RJ,3304607,Santa Maria Madalena,492772.53
RJ,3304706,Santo Antônio de Pádua,6719482.32
RJ,3304755,São Francisco de Itabapoana,3210080.47
RJ,3304805,São Fidélis,1735398.99
RJ,3304904,São Gonçalo,107010618.18
RJ,3305000,São João da Barra,19477560.57
RJ,3305109,São João de Meriti,56133962
RJ,3305133,São José de Ubá,262240.14
RJ,3305158,São José do Vale do Rio Preto,
RJ,3305208,São Pedro da Aldeia,26441438.82
RJ,3305307,São Sebastião do Alto,302888.87
RJ,3305406,Sapucaia,2596377.47
RJ,3305505,Saquarema,64035668.4
RJ,3305554,Seropédica,9994174.76
RJ,3305604,Silva Jardim,3371219.08
RJ,3305703,Sumidouro,
RJ,3305752,Tanguá,4542807.06
RJ,3305802,Teresópolis,66007869.71
RJ,3305901,Trajano de Morais,210947.08
RJ,3306008,Três Rios,
RJ,3306107,Valença,
RJ,3306156,Varre-Sai,537483.8
RJ,3306206,Vassouras,3182439.29
RJ,3306305,Volta Redonda,137151120.79
RJ,3399919,Sâo João Marcos,
RJ,3399929,São Sebastião do Parahyba,
RN,2400109,Acari,336098.92
RN,2400208,Açu,1121878.37
RN,2400307,Afonso Bezerra,46562.06
RN,2400406,Água Nova,7200
RN,2400505,Alexandria,403759.87
RN,2400604,Almino Afonso,42731.12
RN,2400703,Alto do Rodrigues,2375808.62
RN,2400802,Angicos,116416.69
RN,2400901,Antônio Martins,
RN,2401008,Apodi,249251.36
RN,2401107,Areia Branca,144712.96
RN,2401206,Arês,112033.7
RN,2401305,Augusto Severo,47545.74
RN,2401404,Baía Formosa,439357.75
RN,2401453,Baraúna,246551.61
RN,2401503,Barcelona,9549.66
RN,2401602,Bento Fernandes,22706.77
RN,2401651,Bodó,
RN,2401701,Bom Jesus,150356.32
RN,2401800,Brejinho,109347.24
RN,2401859,Caiçara do Norte,15439.59
RN,2401909,Caiçara do Rio do Vento,3172.9
RN,2402006,Caicó,4284373.83
RN,2402105,Campo Redondo,4427.17
RN,2402204,Canguaretama,1178915.93
RN,2402303,Caraúbas,216033.38
RN,2402402,Carnaúba dos Dantas,62138.78
RN,2402501,Carnaubais,8892.4
RN,2402600,Ceará-Mirim,4556740.48
RN,2402709,Cerro Corá,18224.5
RN,2402808,Coronel Ezequiel,15793.65
RN,2402907,Coronel João Pessoa,
RN,2403004,Cruzeta,282484.35
RN,2403103,Currais Novos,1462793.43
RN,2403202,Doutor Severiano,133740.69
RN,2403251,Parnamirim,70473610.05
RN,2403301,Encanto,24204.73
RN,2403400,Equador,6888.4
RN,2403509,Espírito Santo,21651.5
RN,2403608,Extremoz,4051732.5
RN,2403707,Felipe Guerra,39771.82
RN,2403756,Fernando Pedroza,36800.61
RN,2403806,Florânia,75333.2
RN,2403905,Francisco Dantas,
RN,2404002,Frutuoso Gomes,
RN,2404101,Galinhos,
RN,2404200,Goianinha,1101364.25
RN,2404309,Governador Dix-Sept Rosado,578.88
RN,2404408,Grossos,14030
RN,2404507,Guamaré,19797830.14
RN,2404606,Ielmo Marinho,6129.52
RN,2404705,Ipanguaçu,
RN,2404804,Ipueira,9543.51
RN,2404853,Itajá,43830.39
RN,2404903,Itaú,156392.32
RN,2405009,Jaçanã,30666.16
RN,2405108,Jandaíra,
RN,2405207,Janduís,52116.27
RN,2405306,Januário Cicco,5951.36
RN,2405405,Japi,
RN,2405504,Jardim de Angicos,29610.1
RN,2405603,Jardim de Piranhas,58212.97
RN,2405702,Jardim do Seridó,132055.36
RN,2405801,João Câmara,17698.89
RN,2405900,João Dias,
RN,2406007,José da Penha,
RN,2406106,Jucurutu,138426.98
RN,2406155,Jundiá,11864.3
RN,2406205,Lagoa d'Anta,5974.34
RN,2406304,Lagoa de Pedras,
RN,2406403,Lagoa de Velhos,13169.13
RN,2406502,Lagoa Nova,162137.8
RN,2406601,Lagoa Salgada,15007.62
RN,2406700,Lajes,218410.62
RN,2406809,Lajes Pintadas,18128.54
RN,2406908,Lucrécia,37132.95
RN,2407005,Luís Gomes,14269.3
RN,2407104,Macaíba,6499361.38
RN,2407203,Macau,750581.77
RN,2407252,Major Sales,47146.31
RN,2407302,Marcelino Vieira,74722.02
RN,2407401,Martins,233784.26
RN,2407500,Maxaranguape,758241.06
RN,2407609,Messias Targino,1739.36
RN,2407708,Montanhas,1684.01
RN,2407807,Monte Alegre,314993.81
RN,2407906,Monte das Gameleiras,
RN,2408003,Mossoró,41459206.79
RN,2408102,Natal,271401497.34
RN,2408201,Nísia Floresta,6001755.68
RN,2408300,Nova Cruz,785474.02
RN,2408409,Olho-d'Água do Borges,59046.51
RN,2408508,Ouro Branco,62503.84
RN,2408607,Paraná,
RN,2408706,Paraú,1426.12
RN,2408805,Parazinho,5290.5
RN,2408904,Parelhas,329088.04
RN,2408953,Rio do Fogo,254195.15
RN,2409100,Passa e Fica,193731.67
RN,2409209,Passagem,8972.25
RN,2409308,Patu,1032.31
RN,2409332,Santa Maria,11582.25
RN,2409407,Pau dos Ferros,1376439.38
RN,2409506,Pedra Grande,647.37
RN,2409605,Pedra Preta,26732.49
RN,2409704,Pedro Avelino,88928.3
RN,2409803,Pedro Velho,8076.66
RN,2409902,Pendências,62047.99
RN,2410009,Pilões,11886.91
RN,2410108,Poço Branco,77536.26
RN,2410207,Portalegre,185454.72
RN,2410256,Porto do Mangue,110
RN,2410306,Presidente Juscelino,399641.79
RN,2410405,Pureza,27192.67
RN,2410504,Rafael Fernandes,
RN,2410603,Rafael Godeiro,9555.76
RN,2410702,Riacho da Cruz,68568.24
RN,2410801,Riacho de Santana,2244.45
RN,2410900,Riachuelo,7290.65
RN,2411007,Rodolfo Fernandes,47980.63
RN,2411056,Tibau,1203937.63
RN,2411106,Ruy Barbosa,3301.73
RN,2411205,Santa Cruz,1778152.32
RN,2411403,Santana do Matos,82550.62
RN,2411429,Santana do Seridó,30215.82
RN,2411502,Santo Antônio,163984.89
RN,2411601,São Bento do Norte,566.5
RN,2411700,São Bento do Trairí,14682.7
RN,2411809,São Fernando,188352.83
RN,2411908,São Francisco do Oeste,32328.34
RN,2412005,São Gonçalo do Amarante,11872806.45
RN,2412104,São João do Sabugi,152911.94
RN,2412203,São José de Mipibu,3028516.21
RN,2412302,São José do Campestre,54879.81
RN,2412401,São José do Seridó,164221.17
RN,2412500,São Miguel,526139.49
RN,2412559,São Miguel de Touros,989629.13
RN,2412609,São Paulo do Potengi,226750.17
RN,2412708,São Pedro,1651.86
RN,2412807,São Rafael,40453.61
RN,2412906,São Tomé,379859.13
RN,2413003,São Vicente,22794.16
RN,2413102,Senador Elói de Souza,1460.79
RN,2413201,Senador Georgino Avelino,49566.95
RN,2413300,Serra de São Bento,
RN,2413359,Serra do Mel,23915.65
RN,2413409,Serra Negra do Norte,86525.03
RN,2413508,Serrinha,49365.36
RN,2413557,Serrinha dos Pintos,31816.43
RN,2413607,Severiano Melo,18254.58
RN,2413706,Sítio Novo,4200.23
RN,2413805,Taboleiro Grande,19699.44
RN,2413904,Taipu,48790.77
RN,2414001,Tangará,218255.44
RN,2414100,Tenente Ananias,159125.2
RN,2414159,Tenente Laurentino Cruz,26610.67
RN,2414209,Tibau do Sul,4327656.12
RN,2414308,Timbaúba dos Batistas,46968.9
RN,2414407,Touros,839585.97
RN,2414456,Triunfo Potiguar,10895.3
RN,2414506,Umarizal,128879.24
RN,2414605,Upanema,73868.99
RN,2414704,Várzea,3387.65
RN,2414753,Venha-Ver,7706.47
RN,2414803,Vera Cruz,206209.41
RN,2414902,Viçosa,17108.01
RN,2415008,Vila Flor,6273.02
RO,1100015,Alta Floresta D'Oeste,1431653.04
RO,1100023,Ariquemes,14498248.65
RO,1100031,Cabixi,312146.25
RO,1100049,Cacoal,19372229.95
RO,1100056,Cerejeiras,2200834.95
RO,1100064,Colorado do Oeste,1824313.15
RO,1100072,Corumbiara,409267.06
RO,1100080,Costa Marques,706824.63
RO,1100098,Espigão D'Oeste,2305922.37
RO,1100106,Guajará-Mirim,1811990.06
RO,1100114,Jaru,8865911.46
RO,1100122,Ji-Paraná,8327168.06
RO,1100130,Machadinho D'Oeste,2349040.61
RO,1100148,Nova Brasilândia D'Oeste,1183251.38
RO,1100155,Ouro Preto do Oeste,2709968.57
RO,1100189,Pimenta Bueno,5295625.92
RO,1100205,Porto Velho,41024381.08
RO,1100254,Presidente Médici,1197975.24
RO,1100262,Rio Crespo,230698.48
RO,1100288,Rolim de Moura,11912439.8
RO,1100296,Santa Luzia D'Oeste,230750.2
RO,1100304,Vilhena,24372265.47
RO,1100320,São Miguel do Guaporé,
RO,1100338,Nova Mamoré,1076224.51
RO,1100346,Alvorada D'Oeste,753248.56
RO,1100379,Alto Alegre dos Parecis,638716.92
RO,1100403,Alto Paraíso,617725.12
RO,1100452,Buritis,3558445.65
RO,1100502,Novo Horizonte do Oeste,241082.44
RO,1100601,Cacaulândia,195404.5
RO,1100700,Campo Novo de Rondônia,453510.88
RO,1100809,Candeias do Jamari,785305.05
RO,1100908,Castanheiras,23481.19
RO,1100924,Chupinguaia,561065.4
RO,1100940,Cujubim,684769.94
RO,1101005,Governador Jorge Teixeira,318880.09
RO,1101104,Itapuã do Oeste,448041.36
RO,1101203,Ministro Andreazza,449505.8
RO,1101302,Mirante da Serra,703753.42
RO,1101401,Monte Negro,1065027.11
RO,1101435,Nova União,344807.4
RO,1101450,Parecis,53771.67
RO,1101468,Pimenteiras do Oeste,201690.53
RO,1101476,Primavera de Rondônia,191782.68
RO,1101484,São Felipe D'Oeste,308452.94
RO,1101492,São Francisco do Guaporé,1589720.06
RO,1101500,Seringueiras,381329.89
RO,1101559,Teixeirópolis,268814.38
RO,1101609,Theobroma,867212.44
RO,1101708,Urupá,912241.39
RO,1101757,Vale do Anari,
RO,1101807,Vale do Paraíso,245053.6
RR,1400027,Amajari,
RR,1400050,Alto Alegre,186692.67
RR,1400100,Boa Vista,47766612.38
RR,1400159,Bonfim,
RR,1400175,Cantá,915586.38
RR,1400209,Caracaraí,236463.3
RR,1400233,Caroebe,
RR,1400282,Iracema,
RR,1400308,Mucajaí,192141.98
RR,1400407,Normandia,
RR,1400456,Pacaraima,205715.19
RR,1400472,Rorainópolis,1173082.25
RR,1400506,São João da Baliza,
RR,1400605,São Luiz,
RR,1400704,Uiramutã,
RS,4300034,Aceguá,477644.59
RS,4300059,Água Santa,238211.63
RS,4300109,Agudo,2377691.54
RS,4300208,Ajuricaba,1240910.35
RS,4300307,Alecrim,427956.1
RS,4300406,Alegrete,13279175.49
RS,4300455,Alegria,274508.3
RS,4300471,Almirante Tamandaré do Sul,300479.35
RS,4300505,Alpestre,464765.74
RS,4300554,Alto Alegre,172499.92
RS,4300570,Alto Feliz,413859.77
RS,4300604,Alvorada,44191852.91
RS,4300638,Amaral Ferrador,195682.14
RS,4300646,Ametista do Sul,
RS,4300661,André da Rocha,87977.48
RS,4300703,Anta Gorda,954699.95
RS,4300802,Antônio Prado,1979823.7
RS,4300851,Arambaré,2443421.68
RS,4300877,Araricá,1259141.74
RS,4300901,Aratiba,877596.32
RS,4301008,Arroio do Meio,3745774.38
RS,4301057,Arroio do Sal,24329376.74
RS,4301073,Arroio do Padre,62187.73
RS,4301107,Arroio dos Ratos,2746112.24
RS,4301206,Arroio do Tigre,1555660.99
RS,4301305,Arroio Grande,1912324.59
RS,4301404,Arvorezinha,729468.46
RS,4301503,Augusto Pestana,1487753.87
RS,4301552,Áurea,514164.89
RS,4301602,Bagé,43364639.49
RS,4301636,Balneário Pinhal,11713064.75
RS,4301651,Barão,742231.66
RS,4301701,Barão de Cotegipe,1108081.75
RS,4301750,Barão do Triunfo,
RS,4301800,Barracão,
RS,4301859,Barra do Guarita,156041.82
RS,4301875,Barra do Quaraí,
RS,4301909,Barra do Ribeiro,2315304.19
RS,4301925,Barra do Rio Azul,177523.79
RS,4301958,Barra Funda,376259.69
RS,4302006,Barros Cassal,
RS,4302055,Benjamin Constant do Sul,20406.06
RS,4302105,Bento Gonçalves,19707218.82
RS,4302154,Boa Vista das Missões,
RS,4302204,Boa Vista do Buricá,1130246.69
RS,4302220,Boa Vista do Cadeado,93322.05
RS,4302238,Boa Vista do Incra,274154.23
RS,4302253,Boa Vista do Sul,58136.34
RS,4302303,Bom Jesus,1077915.94
RS,4302352,Bom Princípio,3245564.88
RS,4302378,Bom Progresso,251832.04
RS,4302402,Bom Retiro do Sul,1552691.57
RS,4302451,Boqueirão do Leão,
RS,4302501,Bossoroca,817468.92
RS,4302584,Bozano,58467.21
RS,4302600,Braga,240282.95
RS,4302659,Brochier,677513.66
RS,4302709,Butiá,3018668.51
RS,4302808,Caçapava do Sul,4105715.02
RS,4302907,Cacequi,2141759.36
RS,4303004,Cachoeira do Sul,20296542.99
RS,4303103,Cachoeirinha,46529997.38
RS,4303202,Cacique Doble,259722.72
RS,4303301,Caibaté,488108.11
RS,4303400,Caiçara,422525.28
RS,4303509,Camaquã,27280973.23
RS,4303558,Camargo,371148.44
RS,4303608,Cambará do Sul,
RS,4303673,Campestre da Serra,165294.25
RS,4303707,Campina das Missões,347122.03
RS,4303806,Campinas do Sul,570055.24
RS,4303905,Campo Bom,34570394.22
RS,4304002,Campo Novo,504599.78
RS,4304101,Campos Borges,343251.96
RS,4304200,Candelária,2733361.9
RS,4304309,Cândido Godói,488131.77
RS,4304358,Candiota,3453064.22
RS,4304408,Canela,39399810.14
RS,4304507,Canguçu,13048987.89
RS,4304606,Canoas,113572472.71
RS,4304614,Canudos do Vale,89280.43
RS,4304622,Capão Bonito do Sul,65802.28
RS,4304630,Capão da Canoa,105248528.57
RS,4304655,Capão do Cipó,296824.37
RS,4304663,Capão do Leão,2873994.27
RS,4304671,Capivari do Sul,1872186.14
RS,4304689,Capela de Santana,2264865.72
RS,4304697,Capitão,240359.1
RS,4304705,Carazinho,15995185.84
RS,4304713,Caraá,735261.88
RS,4304804,Carlos Barbosa,12649152.4
RS,4304853,Carlos Gomes,55526.29
RS,4304903,Casca,1863905.42
RS,4304952,Caseiros,547167.59
RS,4305009,Catuípe,1425730.35
RS,4305108,Caxias do Sul,159981526.08
RS,4305116,Centenário,231882.12
RS,4305124,Cerrito,255534.36
RS,4305132,Cerro Branco,
RS,4305157,Cerro Grande,133066.71
RS,4305173,Cerro Grande do Sul,350328.17
RS,4305207,Cerro Largo,4241947.42
RS,4305306,Chapada,599893.6
RS,4305355,Charqueadas,4156422.05
RS,4305371,Charrua,198669.39
RS,4305405,Chiapetta,613392.82
RS,4305439,Chuí,3333082.96
RS,4305447,Chuvisca,97664.03
RS,4305454,Cidreira,
RS,4305504,Ciríaco,245636.01
RS,4305587,Colinas,229135.85
RS,4305603,Colorado,324870.35
RS,4305702,Condor,1718393.54
RS,4305801,Constantina,2333699.01
RS,4305835,Coqueiro Baixo,72254.66
RS,4305850,Coqueiros do Sul,481591.89
RS,4305871,Coronel Barros,458450.57
RS,4305900,Coronel Bicaco,488397.1
RS,4305934,Coronel Pilar,54984.81
RS,4305959,Cotiporã,742589.04
RS,4305975,Coxilha,
RS,4306007,Crissiumal,1799829.9
RS,4306056,Cristal,910093.34
RS,4306072,Cristal do Sul,96895.27
RS,4306106,Cruz Alta,18532825.55
RS,4306130,Cruzaltense,187609.23
RS,4306205,Cruzeiro do Sul,1394343.83
RS,4306304,David Canabarro,795232.8
RS,4306320,Derrubadas,167040.81
RS,4306353,Dezesseis de Novembro,101045.31
RS,4306379,Dilermando de Aguiar,68638.75
RS,4306403,Dois Irmãos,15377941.77
RS,4306429,Dois Irmãos das Missões,143782.74
RS,4306452,Dois Lajeados,
RS,4306502,Dom Feliciano,507981.68
RS,4306551,Dom Pedro de Alcântara,86524.26
RS,4306601,Dom Pedrito,8252662.04
RS,4306700,Dona Francisca,302545.67
RS,4306734,Doutor Maurício Cardoso,506660.91
RS,4306759,Doutor Ricardo,318833.12
RS,4306767,Eldorado do Sul,5711407.74
RS,4306809,Encantado,5966891.53
RS,4306908,Encruzilhada do Sul,3185580.4
RS,4306924,Engenho Velho,89527.15
RS,4306932,Entre-Ijuís,1030921.86
RS,4306957,Entre Rios do Sul,
RS,4306973,Erebango,128965.61
RS,4307005,Erechim,44276354.29
RS,4307054,Ernestina,609649.23
RS,4307104,Herval,1345645.77
RS,4307203,Erval Grande,373143.17
RS,4307302,Erval Seco,665736.93
RS,4307401,Esmeralda,509177.62
RS,4307450,Esperança do Sul,281909.27
RS,4307500,Espumoso,5275562.36
RS,4307559,Estação,745918.09
RS,4307609,Estância Velha,16764750.15
RS,4307708,Esteio,16092008.96
RS,4307807,Estrela,9791563.36
RS,4307815,Estrela Velha,225220.13
RS,4307831,Eugênio de Castro,209278.18
RS,4307864,Fagundes Varela,546450.7
RS,4307906,Farroupilha,22192370.7
RS,4308003,Faxinal do Soturno,1869777.47
RS,4308052,Faxinalzinho,
RS,4308078,Fazenda Vilanova,325896.39
RS,4308102,Feliz,4113479
RS,4308201,Flores da Cunha,7417312.25
RS,4308250,Floriano Peixoto,388851.58
RS,4308300,Fontoura Xavier,
RS,4308409,Formigueiro,235437.28
RS,4308433,Forquetinha,255260.27
RS,4308458,Fortaleza dos Valos,733028.58
RS,4308508,Frederico Westphalen,6217050.83
RS,4308607,Garibaldi,6944876.83
RS,4308656,Garruchos,69733.29
RS,4308706,Gaurama,1520242.01
RS,4308805,General Câmara,
RS,4308854,Gentil,97146.37
RS,4308904,Getúlio Vargas,5619390.31
RS,4309001,Giruá,2197297.27
RS,4309050,Glorinha,1289128.1
RS,4309100,Gramado,58801598.62
RS,4309126,Gramado dos Loureiros,78469.22
RS,4309159,Gramado Xavier,105245.01
RS,4309209,Gravataí,49736383
RS,4309258,Guabiju,85095.33
RS,4309308,Guaíba,7223262.86
RS,4309407,Guaporé,11917232.1
RS,4309506,Guarani das Missões,1290790.17
RS,4309555,Harmonia,829220.38
RS,4309571,Herveiras,139522.37
RS,4309605,Horizontina,6527466.06
RS,4309654,Hulha Negra,778579.28
RS,4309704,Humaitá,482195.42
